investor_id,syndicate_id,transaction_amount,transaction_date
37,2,23386.38499836656,2021-12-05
35,17,24902.164274941406,2022-09-11
49,2,38798.88045584849,2020-06-03
94,2,4548.720002804655,2020-07-14
4,13,33851.075281149286,2021-07-16
99,7,8251.49803935769,2020-03-12
43,9,34374.62703823588,2020-06-12
78,9,17757.176701114153,2021-01-21
22,14,42409.21419343628,2020-10-31
74,11,23362.191552277247,2020-06-11
1,20,12451.715753908487,2021-10-02
11,19,38363.710767985416,2020-02-15
44,1,48954.06971993512,2021-09-18
59,5,32048.51944794626,2021-01-11
24,1,7586.975001376545,2022-01-06
60,6,11014.313842264302,2020-02-26
3,16,19603.411948261913,2021-09-16
99,20,25332.314372660738,2021-05-27
63,16,1986.9215057010692,2021-12-12
36,20,24603.504432712052,2021-09-02
95,13,24269.35900498134,2021-01-29
68,14,22358.267414281105,2020-02-25
83,11,16124.232047918973,2022-04-02
47,10,47890.138026633955,2022-01-21
100,17,33634.25649942426,2021-10-08
21,7,39593.79168566621,2021-02-18
82,4,26264.16714040327,2021-06-10
51,17,18941.19345816941,2021-09-29
28,1,19189.435855438816,2021-04-22
15,2,14395.785942412092,2022-04-17
42,19,27801.199369153885,2021-07-11
59,1,42852.71362687098,2021-08-20
66,12,2920.9127371907553,2022-03-05
37,19,37813.600911106,2021-09-22
11,19,39404.43067043767,2022-04-27
87,16,20341.47647527644,2020-05-05
44,16,37445.92063107942,2021-04-01
12,8,20075.06666552755,2022-05-07
3,13,16453.973002519717,2020-12-25
52,14,12538.641318995025,2020-11-15
81,19,40385.7925068523,2020-04-29
33,15,2424.961640087707,2021-06-06
55,15,12715.78801929269,2020-02-12
1,8,15766.668289361909,2021-01-20
39,13,30773.907262438708,2022-04-22
20,12,21865.059817411096,2021-04-25
47,13,33490.01524023521,2020-05-31
43,16,8010.009804961617,2022-01-20
57,12,17829.236378116533,2020-08-25
61,14,26936.20040147926,2021-05-09
78,15,31505.71052492927,2021-02-13
31,19,14210.433946401052,2020-08-27
25,5,13797.336093874053,2021-08-15
3,2,3272.815204076279,2022-08-26
4,18,41312.81414764079,2020-11-24
95,18,2369.3687099172066,2022-01-04
99,17,18671.102614475014,2020-07-18
14,10,9815.412155971551,2022-01-07
41,17,25586.61520637609,2020-10-28
73,3,49051.797803803776,2021-10-21
20,16,21628.281420064854,2021-01-18
96,18,29695.778587349345,2021-07-02
73,7,29967.375578122363,2021-09-26
27,1,3792.943469396129,2021-05-26
67,7,36335.74589742979,2020-08-02
53,13,39044.63158950528,2020-06-19
68,16,36954.37044985089,2022-07-26
62,11,8190.3990862537285,2022-01-10
15,3,23240.130955450222,2020-12-05
97,9,20460.823110460333,2022-05-19
5,7,19902.22398338315,2022-06-01
68,3,4346.345547767292,2020-03-28
12,1,39724.93095415049,2022-06-19
87,11,1241.5272064469525,2022-07-01
78,13,8999.91919472062,2022-04-20
76,4,35144.539225648325,2020-10-04
57,10,12144.13771021204,2020-06-10
17,8,42503.84986266532,2022-04-14
25,17,30479.65749981701,2021-12-29
30,11,37909.77210458345,2021-08-31
22,5,12064.63367950518,2020-05-17
26,18,37817.66911197702,2020-09-25
81,4,41966.60375952696,2021-10-07
61,6,27558.850366047478,2021-10-29
62,7,2342.636154025073,2020-08-21
84,12,17168.67150417767,2021-12-04
34,3,29965.978703714318,2021-10-23
33,8,46966.57668870236,2021-04-13
71,20,11657.703042164443,2021-07-08
86,10,3142.068329549568,2021-06-09
32,1,30203.299624046525,2020-09-20
14,17,27509.441668389598,2020-03-25
72,18,20918.180070718692,2022-03-18
57,9,47724.59806485099,2020-06-22
25,20,5130.119646258479,2020-06-01
80,16,47604.01028454552,2022-01-27
42,17,2714.4775490547518,2021-03-06
19,18,27408.275831336257,2022-03-24
41,11,47336.167291838996,2020-06-21
55,18,23625.941993234057,2021-12-13
80,4,6402.130783092952,2020-06-13
12,8,48465.71539453197,2020-09-03
39,10,23127.875423592686,2022-03-27
94,4,40964.93770511331,2022-06-12
2,8,34397.32691096678,2022-08-05
96,17,20883.653190452966,2021-02-16
45,3,49138.00456748714,2022-08-13
89,5,33199.914184797075,2020-09-30
25,5,38116.071290429245,2022-02-17
68,7,2061.7776134073943,2021-06-28
83,1,30849.442117256986,2022-07-06
4,18,47314.30840510939,2022-09-21
77,6,12858.647307562256,2022-06-06
36,20,13264.595384850134,2020-01-11
87,15,42659.563620678535,2021-11-11
62,9,47320.67559317678,2021-02-06
70,3,19193.443733117743,2021-11-28
88,18,34112.00515339551,2020-01-21
44,16,45866.7035252726,2021-08-09
33,17,5661.048398945478,2022-03-29
12,9,24762.158717436814,2020-01-30
85,13,39258.63755213481,2020-06-28
11,8,32776.34779417497,2020-11-28
55,13,7199.092340094664,2022-04-26
38,1,43141.30190134467,2020-11-04
29,12,31285.58213046733,2020-07-19
3,12,47582.34491782478,2020-08-19
28,9,30488.326160544395,2021-03-30
84,1,40914.67099253966,2022-09-26
90,14,49381.78342860414,2020-12-03
24,14,39585.12882207173,2021-02-20
54,6,25077.62344258255,2020-02-17
52,16,29835.152967669208,2021-12-09
47,8,29089.09063166638,2020-07-07
21,19,3423.376300421613,2020-06-05
54,5,19879.286393215727,2021-08-28
30,15,21691.5314912464,2020-02-28
68,13,7351.948043568141,2021-09-01
36,6,3024.010998055479,2021-05-24
40,17,1232.6277119196543,2022-09-14
10,5,18483.44897937502,2021-11-21
74,10,12884.068796395348,2020-02-27
42,5,28213.888707353122,2020-03-07
24,17,46272.79939208792,2022-08-10
4,19,2913.31573817744,2020-10-05
47,6,22328.041808034457,2021-05-03
91,15,33714.64046134702,2020-08-24
51,4,5126.167342684663,2021-10-10
4,17,30986.518358489117,2020-03-30
32,1,19085.84807065057,2020-08-10
10,18,38498.24751999036,2022-01-01
11,10,13133.139158553739,2022-04-15
28,19,7051.266042339871,2020-07-03
46,2,6245.086979802274,2020-05-02
72,17,25243.47095709461,2021-03-13
40,18,28541.200556852567,2022-06-07
62,13,11720.382181731638,2020-01-10
86,7,27989.165050050644,2021-05-08
98,20,36174.780693756984,2020-10-29
45,5,13240.344883498394,2022-06-18
35,4,1498.0821926610215,2020-10-15
35,7,41722.26250456059,2021-02-01
89,5,42340.23036309698,2022-07-16
34,19,19506.35022733979,2021-12-17
6,20,46973.94466643123,2022-08-14
37,7,41513.033445290195,2021-01-27
1,13,16551.313641230023,2021-03-15
76,4,30311.43350289597,2020-03-24
35,15,20801.956157451892,2022-03-31
70,20,6726.490278446629,2020-07-08
54,18,21211.59292759798,2022-07-31
81,4,42339.25889810891,2020-07-02
63,4,26632.333847481612,2020-12-31
9,2,30811.680131525685,2020-03-01
62,20,18633.827150455054,2021-08-19
2,5,9614.347939151656,2022-06-14
82,8,28931.912999033986,2021-03-09
36,11,28037.11089985448,2021-10-17
92,11,47850.35245602332,2020-07-12
41,18,1458.5702002198695,2021-03-29
37,19,45009.58613011268,2021-08-07
49,17,46366.50645755341,2022-08-19
26,1,12790.568181651364,2021-05-12
68,5,3238.1770198206405,2022-05-12
36,3,42594.12937310423,2022-09-01
31,14,9279.82666622452,2021-05-23
30,2,20447.32460203158,2021-06-24
34,3,23206.71314673946,2020-04-16
19,3,16924.947583696674,2022-01-31
18,20,21899.84910956267,2020-04-25
94,13,16251.093109041443,2021-09-11
85,8,26735.94223846009,2021-03-31
3,14,2960.836652377029,2020-04-21
70,18,29957.48513268445,2020-01-27
13,20,8491.463474497028,2020-12-14
45,13,48843.7274058175,2020-04-07
67,18,32634.82518415699,2022-05-22
92,1,1388.0565737236634,2020-04-14
86,2,2914.39134876727,2021-03-23
40,5,14216.828455384468,2021-04-05
40,11,38432.8831844038,2022-07-05
76,11,5520.953031314539,2021-02-05
23,1,33441.303256481435,2021-10-01
31,3,28027.204158861052,2022-01-24
18,2,22390.086995462996,2021-06-19
71,14,9689.520442433402,2021-10-19
72,20,2603.250912050794,2022-08-12
19,16,26106.12175216484,2022-04-03
93,18,26215.8561743846,2020-08-05
44,5,1730.1003677162917,2020-07-24
84,8,32486.206668032723,2021-11-01
50,7,18707.19115683352,2021-06-13
42,10,24584.06050479475,2022-09-17
94,16,23495.237485826936,2020-11-01
47,19,35181.929682455586,2020-09-07
22,11,25806.015062288105,2022-09-05
74,19,19132.54990033392,2021-11-12
90,3,10628.3454307298,2020-04-23
97,18,2464.17583996084,2021-07-01
92,4,12082.871244299053,2021-03-27
74,20,31468.687271481547,2022-07-11
29,17,13648.89446147556,2020-08-29
82,13,34256.03745318182,2021-08-18
59,4,46941.94029097853,2021-02-24
1,14,13571.806239808098,2022-07-24
87,3,38917.805868925425,2021-06-25
64,4,33151.76337889086,2020-09-28
17,18,20579.6820223319,2020-06-02
37,13,35610.05023280577,2020-07-20
95,7,14704.001655666876,2021-07-13
25,11,15669.56880232267,2021-04-06
64,11,20624.10694480158,2020-12-02
68,6,21761.36314657813,2021-05-11
52,11,28062.0826157339,2020-04-08
9,9,19785.68873836885,2022-05-26
57,16,42918.70429969234,2022-06-26
92,5,32014.002238602585,2020-03-03
94,20,45781.544431946444,2021-06-21
88,6,18947.471987883764,2021-01-06
33,4,49248.75170414742,2022-01-08
20,8,35854.163408667955,2022-03-22
73,16,38643.91917781045,2020-02-03
72,16,29325.9488474182,2022-08-11
88,11,44080.43540763003,2021-06-15
14,20,5798.185587434208,2022-06-25
59,14,39211.31770432605,2021-05-01
82,8,32952.49630821723,2021-01-09
56,6,42208.58483681186,2021-11-27
65,8,44081.15936620611,2021-07-21
76,19,23779.041593969087,2020-07-23
93,8,48157.991538525624,2021-12-08
37,1,40884.77120315576,2021-06-12
26,13,43585.27650307809,2020-04-09
33,8,1630.9858336360094,2022-07-10
43,9,47428.20387053833,2022-09-22
15,16,13477.782136205977,2022-03-02
87,5,31881.604257130803,2021-11-17
29,11,23373.357418492546,2020-11-12
21,17,30977.784991887347,2021-10-16
83,9,29469.910523080627,2021-05-14
69,17,38793.15885131722,2020-04-10
23,15,28025.876847080588,2021-06-26
100,1,28436.92653171557,2022-05-09
84,16,29996.931399428595,2021-08-29
8,13,11702.255709766265,2021-08-24
73,20,34490.98254391459,2021-07-15
62,3,49169.92792878633,2021-09-30
14,14,46379.79227186833,2022-07-03
6,3,12513.230420318894,2020-05-01
1,18,48904.407541372304,2020-04-04
9,14,41677.260814453286,2021-06-16
80,17,48365.932039174906,2020-08-04
80,6,48760.44805089004,2020-06-07
54,8,23820.846354267247,2021-01-10
12,2,31707.09701229122,2020-06-04
5,18,14048.195407442387,2022-09-25
40,3,11223.33647824546,2021-03-21
93,2,22971.934016423704,2022-05-31
46,5,13280.450019380982,2020-12-28
27,9,42777.85848418588,2020-09-24
75,19,3864.7300555206266,2020-01-14
53,2,15168.515316153136,2022-06-03
50,4,9704.935127701374,2022-06-08
92,17,5830.317586384173,2020-09-29
52,4,25980.130908575145,2020-01-13
100,6,42885.164375387554,2021-09-19
19,2,22349.92005756509,2020-09-12
35,4,13999.8391179992,2020-09-09
52,8,44225.67751429473,2021-10-06
31,2,46135.208289116796,2022-07-25
54,2,25784.1330055728,2022-07-18
59,8,33248.13316300129,2020-01-26
44,5,4013.433613470655,2022-02-21
56,14,17728.85977883298,2020-04-11
19,13,20091.859349464507,2020-09-02
46,19,25768.17775658288,2021-09-05
88,1,42583.77118072205,2022-04-05
66,12,40668.75224998966,2021-03-20
71,20,1479.098363938589,2021-12-21
54,3,8613.18815493914,2022-01-28
49,14,19480.88800295101,2022-01-23
95,5,26088.85419396239,2021-10-14
60,17,30742.46943648634,2020-10-14
81,17,8075.493137698154,2021-07-19
27,11,35118.25149025095,2020-07-11
36,12,44648.181069579136,2021-11-24
59,4,11962.170554322556,2020-12-17
50,9,27454.389534549453,2020-03-21
74,20,49498.47838868679,2021-02-10
45,15,32562.3053057208,2021-08-11
14,1,5569.44569857504,2021-06-23
71,1,38894.395863026555,2021-07-17
39,3,25885.809653731165,2021-12-07
40,12,6488.720449665909,2022-03-14
9,6,26242.494408221995,2020-01-02
14,3,38006.74248468842,2020-04-03
8,8,6739.952519324684,2021-04-26
81,13,18456.542384299104,2021-07-26
23,12,5037.420990131073,2021-09-27
80,20,8423.355946470303,2021-03-11
90,2,3572.3622294181832,2020-06-14
9,17,12081.01203481926,2020-02-13
100,19,23257.383274997483,2021-09-17
7,19,39779.625876234044,2021-11-16
82,15,34628.7444638264,2022-05-20
72,16,29789.384414515564,2022-02-24
85,16,49343.09448898142,2021-11-25
90,6,23721.039653608794,2021-06-14
67,2,45842.09532674786,2020-08-01
61,11,17495.36637398305,2022-01-26
17,3,21897.579100865045,2021-06-29
57,9,20466.134072674256,2021-01-14
24,20,30244.15616800052,2021-04-29
25,16,46670.77974534807,2020-05-11
5,8,38621.102087386535,2020-03-11
50,13,41863.33444736147,2021-03-12
88,4,39813.15919771917,2021-09-24
31,2,47643.1185538834,2022-06-21
55,17,6596.410610474632,2021-06-27
26,18,40905.47560095062,2021-12-10
21,17,33941.368406884336,2020-06-18
98,6,2604.156582836645,2021-11-22
58,20,20543.52881215987,2020-11-10
24,11,16604.073647112535,2021-11-29
28,20,6056.46344744875,2021-09-25
30,18,16182.772956934263,2022-03-01
34,14,6507.163358866061,2022-08-07
54,1,1189.1412877808384,2020-01-08
52,2,44492.38223385261,2020-03-19
87,7,8685.30773017424,2020-10-01
8,10,24904.087762252173,2022-03-20
10,6,3714.976975255751,2022-04-29
55,13,40783.24692171741,2022-01-15
1,11,38047.610866202005,2021-10-12
84,17,41168.09360850652,2022-05-14
37,18,36026.92019535869,2020-04-01
82,5,42669.85331173879,2020-03-29
21,15,15568.930306323678,2020-07-31
4,14,14359.137337230346,2020-10-18
43,18,3065.3990352266273,2022-04-09
66,7,48602.521572467245,2020-05-28
21,11,15995.117561689018,2020-02-01
37,6,12143.770540019314,2022-07-07
69,5,4344.408426462714,2020-06-16
81,5,22061.347882163416,2021-08-05
48,19,40621.79837635519,2022-05-21
11,19,16660.036977682863,2022-06-27
95,11,39238.12995879226,2020-09-19
92,12,38920.53434233048,2021-11-09
44,15,46889.34007615186,2020-05-30
64,20,13583.838801249156,2021-01-13
32,17,29667.248408137923,2020-06-29
21,2,46542.676303509426,2020-08-03
71,9,12507.436008518338,2022-09-12
10,8,7606.768156277898,2021-05-02
61,6,19642.034097624026,2020-11-23
92,16,45610.06803223408,2022-08-22
36,10,37727.30423599763,2021-08-08
84,1,2836.405936279531,2021-10-18
77,15,38889.84097137973,2021-03-26
19,3,23139.73625987679,2022-04-04
75,20,33649.69955779583,2020-01-06
99,5,35813.675323897114,2021-01-25
98,1,28096.23238576154,2021-12-20
44,6,35137.23482922786,2020-10-02
4,18,32130.381033435395,2021-01-16
13,5,34385.448006985716,2020-08-18
59,1,6091.171351827929,2021-03-25
2,18,38114.439520169864,2020-08-13
1,18,25056.844102247767,2021-03-22
40,9,10250.313873406607,2022-05-15
25,10,16265.863058968158,2020-09-23
59,5,31406.145128697495,2022-01-13
37,10,48231.488306637555,2022-09-08
100,13,10215.969569672601,2020-07-04
70,17,44869.32752373348,2022-05-02
7,4,32691.99687447996,2022-02-20
4,1,25376.512638127326,2021-02-14
99,15,19139.567015699726,2022-03-13
41,1,8543.19710914493,2020-08-31
61,12,6911.667570998539,2020-06-17
34,2,7415.805066406483,2022-01-09
29,19,12178.511548451614,2020-09-01
69,15,42779.06535619891,2021-12-27
27,13,13010.68630960726,2021-11-06
97,9,18467.7594793635,2021-04-30
52,6,46665.692053740415,2021-03-10
74,3,24534.4793960408,2022-02-18
54,18,30012.322384957653,2020-09-27
70,16,41607.98079663522,2022-03-04
34,4,7999.946601422204,2020-02-16
8,17,27152.432957879,2022-07-23
95,19,5841.485663590939,2021-07-10
73,6,27596.34956410843,2021-04-07
85,19,30124.554307191596,2020-03-18
8,8,27758.378983534283,2020-12-13
68,18,18849.944161223455,2021-04-15
86,5,42573.48721670638,2022-06-28
92,14,16172.059127315175,2022-08-31
68,20,38432.449743759906,2020-09-08
85,16,22975.62359478058,2022-05-23
72,20,40465.637195280295,2020-07-26
84,15,39785.336143833214,2021-01-31
96,19,41224.09928746543,2020-11-06
1,1,34852.66780810985,2020-03-23
6,5,38140.1286507437,2022-01-17
92,7,39207.660069353304,2022-06-23
31,13,37815.97495510689,2020-12-20
74,4,20211.91756689052,2022-03-16
84,19,10674.624176581063,2020-12-11
8,14,48536.41274671657,2021-08-14
22,20,13559.197027838307,2022-04-18
93,18,49038.378882253186,2020-01-04
9,2,6007.026360986395,2021-12-01
44,19,41521.748189928476,2020-10-13
47,13,11364.38110579077,2021-04-10
1,16,41716.459328913144,2021-05-28
52,8,4390.055429939495,2020-02-07
39,3,43468.44597721438,2020-03-22
90,8,21499.807952825602,2020-10-11
75,14,46316.41880995847,2020-02-05
99,17,32471.687155990592,2020-06-27
88,2,26301.794183226066,2021-02-04
97,17,28794.78722970414,2020-10-24
84,14,27286.326260269412,2020-05-15
27,6,7701.726902175459,2021-04-16
79,19,33906.84796038851,2022-02-05
33,17,9757.138232551544,2022-04-30
71,13,42070.599275503984,2022-03-15
98,5,4082.44110127914,2022-05-16
45,17,47765.64314792153,2021-02-07
60,20,8298.973905583527,2020-11-13
58,15,8618.187826315181,2020-12-26
51,9,4434.349429229928,2020-12-10
46,15,8340.959672532103,2020-10-07
5,18,29125.69148662988,2020-12-19
58,11,18488.29216009464,2020-01-16
94,15,46758.15941866222,2020-12-06
92,7,18950.0308876895,2021-02-12
18,14,46380.92753773263,2021-07-25
36,5,3869.8029431874693,2022-05-01
67,16,11777.058715275798,2021-02-08
21,15,42291.22257466784,2022-04-08
46,11,9019.980637833365,2021-03-08
58,12,13752.374384063909,2020-05-12
80,15,19189.652017609445,2020-12-15
37,12,29625.725002120093,2020-08-20
63,3,20223.24449157898,2021-03-05
5,1,14140.481843958169,2020-11-03
78,15,24860.26464578777,2021-10-20
31,7,27061.095262363284,2021-04-11
88,19,48158.10345583274,2020-12-16
99,15,34121.7761604929,2020-02-21
36,14,10416.48905924494,2020-04-13
74,13,38305.183524627166,2020-12-29
91,6,49075.94666425713,2021-12-23
56,20,8385.0420478908,2022-03-12
27,20,8950.338703298643,2021-04-20
23,9,6619.368384013423,2020-11-21
77,9,15247.312015176349,2021-10-13
80,16,35102.73670524281,2020-03-08
99,11,17306.065478410164,2021-11-10
91,11,5677.374162022536,2022-09-07
52,18,31865.19161793493,2022-02-27
47,1,38981.77227082592,2020-12-08
81,8,20847.03302387863,2020-12-23
62,7,33674.03053637009,2021-05-22
61,3,29862.52500920097,2020-12-18
48,2,32538.556666128756,2021-08-23
1,17,21672.22466451256,2022-07-21
11,14,24377.874727928982,2020-11-22
76,18,40932.530773379716,2021-12-30
14,8,29768.978232986818,2020-03-26
72,2,5620.117053121269,2020-11-08
95,3,2462.8315226215336,2020-09-05
7,1,26051.329281145638,2021-06-03
46,19,27688.331358917658,2020-10-30
31,7,40992.23630192142,2021-08-03
16,7,36791.404287535726,2020-11-07
42,4,12043.76300199481,2020-09-10
39,5,39886.255064960955,2020-06-23
54,20,31826.66557023216,2021-06-04
44,19,12430.278145456266,2021-02-17
83,7,26277.796266086007,2020-11-14
8,15,12761.355303787243,2021-05-16
93,16,36364.42067298253,2020-11-05
66,18,15791.411499790676,2022-09-24
42,2,25340.476756836015,2020-07-30
67,10,45011.617812438606,2022-05-04
93,20,49380.707846085585,2022-01-05
79,18,47937.03404816695,2021-06-18
92,12,38752.853434218196,2020-02-14
32,1,7673.959975733826,2021-07-29
94,4,23929.407880339524,2021-03-24
51,5,48445.990321283454,2021-03-03
47,20,18297.470005511175,2021-01-03
94,16,8815.330880894646,2021-09-12
34,6,10374.315230846028,2022-05-18
13,5,27918.067781112164,2022-03-28
97,10,2063.3887663534406,2022-01-30
81,17,38742.81057986869,2021-11-08
67,17,20235.882142253697,2021-07-12
73,6,11944.552533737195,2021-03-02
11,1,15288.237291845118,2020-07-21
91,4,40354.059934281926,2020-12-30
28,9,2821.8759598224747,2021-09-28
57,10,38794.72182246434,2020-10-25
66,11,38352.54871542721,2020-06-24
65,7,4995.51973548139,2020-06-09
70,13,41720.78306475797,2021-04-04
89,12,9430.066016001112,2020-07-09
35,3,7685.1860820030115,2020-08-09
80,18,9153.658612398047,2022-02-12
4,8,1135.1424376307168,2021-11-26
61,8,27139.37777403593,2021-01-23
38,7,19079.81672833622,2021-11-13
44,6,8019.40829738292,2021-02-26
84,10,43567.70027191022,2021-07-14
89,13,25803.881653953533,2021-05-04
71,9,18086.69537497264,2020-12-27
21,2,27103.30834633535,2020-12-22
7,15,40651.38320209367,2020-07-28
29,14,9375.80549322112,2020-02-22
7,16,43418.15386384749,2021-03-04
67,5,29686.794995651693,2022-07-12
93,3,31161.062831991352,2020-05-08
93,8,29838.56645449353,2020-09-04
70,14,11844.636841539283,2022-02-28
74,9,10052.188399929853,2021-03-14
55,6,24390.263477980876,2022-08-30
78,8,18460.794002216604,2022-04-28
22,16,12800.981101198202,2021-02-27
32,16,29482.195501355538,2021-12-25
82,10,42953.0449300699,2022-05-29
36,20,28287.98905666646,2022-05-25
9,10,45419.63824100506,2022-02-25
26,12,36122.955396085075,2020-07-17
22,4,45121.42660404739,2021-07-30
46,8,10883.825642882415,2020-05-04
87,19,29779.493382285822,2022-04-23
17,9,18379.209714667064,2022-02-07
26,2,37441.550234387556,2021-07-23
38,4,23044.103751933882,2020-03-27
2,19,21196.87669208246,2021-02-19
6,18,8005.960348349888,2022-08-02
71,15,18373.169259348946,2022-09-16
13,11,33722.36882169552,2021-01-17
91,11,25929.85586540618,2021-04-08
75,12,26437.463842270663,2020-02-11
55,14,32760.1277454526,2020-06-20
79,15,14516.040051417545,2021-11-02
63,6,11816.566807881412,2022-07-22
73,11,48420.1704055268,2020-02-06
72,8,7753.73380860629,2021-02-03
46,18,4968.9110515286975,2020-01-29
6,6,35478.86694006363,2021-05-10
48,7,32709.14075706294,2020-08-16
60,12,19177.68934692648,2020-03-14
43,12,4762.526037639418,2022-02-19
68,18,14696.967225561895,2022-05-30
11,19,4049.003929213087,2021-01-19
58,6,49466.94396644977,2022-05-13
92,18,35074.96030991322,2021-03-28
90,9,22162.761908593493,2022-08-23
4,18,46066.76868300067,2021-06-01
79,11,28706.84183388171,2021-10-26
83,8,35852.47365090715,2021-04-02
70,12,25831.717473981316,2022-07-15
59,15,41497.41963426674,2021-03-17
5,1,49139.87817351896,2021-09-08
18,2,21194.26517658899,2020-02-04
70,2,8217.569079097757,2022-03-08
64,5,20690.381377685037,2021-10-25
95,13,40087.883961417436,2021-08-16
25,9,1009.1489826929474,2022-02-14
4,19,47775.14432388866,2022-02-03
70,13,33463.209252337314,2022-08-27
41,20,16221.744069804752,2022-09-10
37,4,25001.24715068071,2021-12-14
59,11,13939.56444051117,2021-09-15
50,8,22360.63292905728,2022-08-18
56,15,32272.735901549906,2022-04-06
25,9,34029.78716056115,2020-05-20
34,15,16815.893840336998,2021-11-30
19,4,2125.3457628826573,2021-05-25
98,4,19482.521704949842,2020-04-20
79,18,19393.52188342323,2021-12-28
8,13,21189.19654176931,2021-06-07
54,14,48320.54818549949,2022-07-09
47,8,48534.75180534102,2022-09-03
34,16,8286.992509938456,2021-04-28
82,15,45758.197888163595,2022-02-06
30,8,48944.522539235804,2021-02-28
13,20,13575.727829080459,2020-09-16
47,11,37310.17110957825,2022-03-06
33,14,9597.287644458887,2022-08-21
35,19,24126.316299426828,2021-07-05
88,2,30753.025299985726,2021-01-22
26,12,9799.835530391054,2022-05-06
47,19,27812.020582553985,2022-02-15
53,15,37202.733474253175,2021-11-07
65,6,33703.470254820306,2021-03-19
